PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN,PCP_TN,PCP_SM,PCP_LR,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5 
0.062,0.062,0.875,0.312,0.562,0.375,0.0,0.375,0.062,0.062,0.875,0.562,0.062,0.062,0.0,0.125,0.312,0.688,0.0,0.438,0.062,0.5,0.0,0.188,0.812,-2.304,0.202,-0.327,0.033,-0.549
0.125,0.0,0.875,0.5,0.312,0.312,0.0,0.375,0.0,0.125,0.875,0.438,0.188,0.125,0.125,0.0,0.25,0.688,0.062,0.312,0.062,0.625,0.125,0.438,0.562,-0.896,0.259,-0.106,0.072,-0.514
0.188,0.188,0.625,0.312,0.0,0.0,0.0,0.188,0.188,0.188,0.625,0.0,0.5,0.312,0.0,0.0,0.375,0.188,0.438,0.0,0.75,0.25,0.0,0.438,0.562,1.828,1.392,0.165,-0.587,-0.574
0.062,0.0,0.938,0.25,0.438,0.375,0.0,0.125,0.0,0.062,0.938,0.5,0.312,0.125,0.125,0.062,0.125,0.5,0.375,0.5,0.312,0.188,0.188,0.5,0.5,-0.567,-0.182,-0.044,-0.629,-0.479
0.062,0.25,0.688,0.125,0.5,0.375,0.062,0.062,0.25,0.062,0.688,0.5,0.188,0.375,0.062,0.125,0.562,0.188,0.25,0.312,0.438,0.312,0.188,0.5,0.5,0.322,-0.521,0.048,-0.672,-0.006
0.188,0.062,0.75,0.375,0.312,0.25,0.062,0.312,0.062,0.188,0.75,0.312,0.312,0.125,0.062,0.062,0.375,0.438,0.188,0.188,0.25,0.625,0.125,0.312,0.688,-0.479,0.697,0.12,0.295,-0.343
0.062,0.312,0.625,0.062,0.5,0.438,0.0,0.0,0.312,0.062,0.625,0.375,0.125,0.5,0.0,0.062,0.375,0.188,0.438,0.438,0.5,0.062,0.25,0.625,0.375,1.092,-0.756,0.134,-1.024,0.217
0.062,0.125,0.812,0.188,0.625,0.5,0.062,0.188,0.125,0.062,0.812,0.75,0.125,0.188,0.062,0.062,0.312,0.562,0.125,0.625,0.188,0.188,0.188,0.625,0.375,-0.93,-0.379,-0.131,-0.098,-0.126
0.125,0.125,0.75,0.25,0.438,0.438,0.062,0.125,0.125,0.125,0.75,0.375,0.25,0.375,0.125,0.0,0.312,0.312,0.375,0.375,0.312,0.375,0.312,0.688,0.312,0.669,-0.656,0.137,-0.434,0.026
0.125,0.188,0.688,0.188,0.25,0.25,0.0,0.062,0.188,0.125,0.688,0.188,0.375,0.375,0.062,0.0,0.312,0.188,0.5,0.25,0.562,0.188,0.188,0.625,0.375,1.59,0.16,0.221,-0.782,-0.236
0.188,0.125,0.688,0.25,0.312,0.25,0.0,0.062,0.125,0.188,0.688,0.375,0.312,0.375,0.125,0.0,0.562,0.188,0.25,0.312,0.562,0.125,0.062,0.312,0.688,0.359,0.073,-0.721,-0.707,0.122
0.125,0.125,0.75,0.25,0.312,0.312,0.0,0.062,0.125,0.125,0.75,0.375,0.312,0.25,0.062,0.125,0.25,0.375,0.375,0.438,0.312,0.188,0.312,0.75,0.25,1.142,-0.361,0.44,-0.472,-0.603
0.188,0.188,0.625,0.25,0.312,0.125,0.0,0.188,0.188,0.188,0.625,0.438,0.25,0.312,0.125,0.125,0.375,0.438,0.188,0.188,0.312,0.438,0.0,0.438,0.562,0.224,0.489,-0.242,0.066,-0.466
0.25,0.062,0.688,0.25,0.375,0.25,0.0,0.25,0.062,0.25,0.688,0.438,0.312,0.125,0.062,0.062,0.375,0.5,0.125,0.312,0.188,0.5,0.062,0.375,0.625,-0.377,0.426,-0.077,0.503,-0.323
0.188,0.125,0.688,0.25,0.25,0.25,0.0,0.125,0.125,0.188,0.688,0.188,0.375,0.312,0.062,0.062,0.312,0.25,0.438,0.312,0.375,0.188,0.312,0.625,0.375,1.592,0.062,0.059,-0.452,-0.548
0.25,0.125,0.625,0.312,0.25,0.125,0.062,0.188,0.125,0.25,0.625,0.438,0.375,0.312,0.188,0.062,0.375,0.438,0.188,0.25,0.312,0.438,0.125,0.438,0.562,0.595,0.392,0.051,0.056,-0.331
0.25,0.062,0.688,0.125,0.438,0.375,0.062,0.125,0.062,0.25,0.688,0.5,0.438,0.062,0.0,0.062,0.438,0.312,0.25,0.438,0.312,0.188,0.062,0.375,0.625,-0.323,0.545,-0.398,0.32,-0.21
0.062,0.188,0.75,0.312,0.25,0.25,0.062,0.312,0.188,0.062,0.75,0.188,0.312,0.25,0.0,0.0,0.125,0.375,0.5,0.188,0.438,0.438,0.125,0.625,0.375,0.556,0.816,0.786,-0.49,-0.434
0.312,0.188,0.5,0.25,0.25,0.25,0.0,0.125,0.188,0.312,0.5,0.188,0.312,0.375,0.125,0.0,0.438,0.25,0.312,0.25,0.25,0.312,0.25,0.438,0.562,1.369,0.278,-0.507,-0.122,0.044
0.125,0.125,0.75,0.375,0.312,0.25,0.062,0.125,0.125,0.125,0.75,0.375,0.25,0.438,0.188,0.0,0.375,0.312,0.312,0.25,0.375,0.375,0.188,0.5,0.5,0.648,0.244,-0.117,-0.333,0.097
0.25,0.0,0.75,0.312,0.375,0.375,0.125,0.125,0.0,0.25,0.75,0.438,0.438,0.25,0.188,0.0,0.375,0.312,0.312,0.25,0.25,0.5,0.188,0.5,0.5,0.279,0.002,-0.436,0.179,0.088
0.25,0.188,0.562,0.125,0.375,0.375,0.0,0.125,0.188,0.25,0.562,0.188,0.312,0.375,0.0,0.0,0.438,0.188,0.375,0.375,0.312,0.312,0.312,0.562,0.438,1.424,-0.256,0.292,0.036,-0.08
0.188,0.188,0.625,0.375,0.125,0.125,0.0,0.312,0.188,0.188,0.625,0.188,0.312,0.188,0.0,0.062,0.25,0.5,0.25,0.188,0.375,0.438,0.062,0.375,0.625,0.379,1.019,0.404,-0.142,-0.702
0.125,0.375,0.5,0.375,0.062,0.062,0.0,0.312,0.375,0.125,0.5,0.062,0.188,0.438,0.0,0.0,0.438,0.312,0.25,0.062,0.562,0.375,0.062,0.312,0.688,1.148,1.151,0.349,-0.846,-0.319
0.062,0.125,0.812,0.188,0.438,0.312,0.0,0.0,0.125,0.062,0.812,0.438,0.25,0.375,0.125,0.125,0.375,0.25,0.375,0.312,0.375,0.312,0.188,0.562,0.438,0.614,-0.479,0.046,-0.553,-0.241
0.125,0.188,0.688,0.312,0.312,0.25,0.062,0.062,0.188,0.125,0.688,0.312,0.25,0.438,0.125,0.062,0.562,0.125,0.312,0.188,0.5,0.312,0.25,0.5,0.5,1.136,0.033,-0.089,-0.632,0.223
0.25,0.188,0.562,0.125,0.375,0.312,0.0,0.062,0.188,0.25,0.562,0.375,0.312,0.312,0.062,0.062,0.562,0.25,0.188,0.312,0.5,0.188,0.125,0.438,0.562,0.663,-0.393,-0.69,-0.412,-0.078
0.062,0.25,0.688,0.312,0.25,0.062,0.0,0.188,0.25,0.062,0.688,0.312,0.188,0.375,0.062,0.188,0.312,0.312,0.375,0.188,0.5,0.312,0.125,0.5,0.5,0.677,0.542,0.626,-0.633,-0.486
0.25,0.125,0.625,0.25,0.188,0.188,0.0,0.125,0.125,0.25,0.625,0.25,0.438,0.25,0.062,0.062,0.312,0.375,0.312,0.25,0.438,0.25,0.125,0.5,0.5,1.181,0.305,-0.17,-0.237,-0.62
0.0,0.0,1.0,0.062,0.938,0.875,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.062,0.062,0.062,0.125,0.875,0.0,0.875,0.0,0.125,0.062,0.688,0.312,-2.546,-2.213,-1.297,-0.667,0.049
0.125,0.0,0.875,0.312,0.438,0.25,0.062,0.25,0.0,0.125,0.875,0.438,0.312,0.312,0.25,0.0,0.188,0.375,0.438,0.375,0.25,0.438,0.25,0.5,0.5,-0.263,0.133,0.299,-0.16,-0.114
0.125,0.062,0.812,0.188,0.5,0.312,0.062,0.125,0.062,0.125,0.812,0.5,0.312,0.125,0.062,0.188,0.438,0.25,0.312,0.25,0.25,0.562,0.125,0.438,0.562,-0.525,0.219,0.353,0.356,-0.195
0.25,0.188,0.562,0.25,0.25,0.125,0.0,0.375,0.188,0.25,0.562,0.25,0.312,0.188,0.0,0.0,0.312,0.5,0.188,0.25,0.375,0.312,0.0,0.25,0.75,-0.033,1.328,-0.207,0.138,-0.479
0.25,0.188,0.562,0.062,0.062,0.062,0.0,0.062,0.188,0.25,0.562,0.0,0.688,0.25,0.0,0.0,0.312,0.062,0.625,0.062,0.688,0.188,0.062,0.625,0.375,2.667,1.196,0.397,-0.344,-0.722
0.062,0.062,0.875,0.375,0.438,0.438,0.0,0.062,0.062,0.062,0.875,0.625,0.125,0.25,0.125,0.188,0.25,0.5,0.25,0.625,0.188,0.188,0.5,0.812,0.188,0.384,-1.276,0.59,-0.511,-0.372
0.188,0.062,0.75,0.188,0.5,0.375,0.125,0.125,0.062,0.188,0.75,0.562,0.375,0.125,0.062,0.125,0.438,0.312,0.25,0.25,0.312,0.5,0.062,0.5,0.5,-0.454,0.112,-0.148,0.319,0.011
0.062,0.188,0.75,0.125,0.438,0.312,0.0,0.125,0.188,0.062,0.75,0.438,0.25,0.25,0.062,0.062,0.25,0.375,0.375,0.375,0.438,0.188,0.062,0.375,0.625,-0.284,0.171,-0.053,-0.804,-0.237
0.188,0.125,0.688,0.188,0.438,0.312,0.0,0.125,0.125,0.188,0.688,0.5,0.25,0.188,0.0,0.125,0.375,0.5,0.125,0.438,0.375,0.188,0.062,0.25,0.75,-0.499,-0.002,-0.376,-0.164,-0.278
0.125,0.0,0.875,0.312,0.375,0.312,0.062,0.125,0.0,0.125,0.875,0.438,0.375,0.188,0.125,0.125,0.25,0.375,0.375,0.312,0.25,0.5,0.25,0.625,0.375,0.268,-0.124,0.516,0.109,-0.487
0.188,0.062,0.75,0.188,0.375,0.312,0.0,0.188,0.062,0.188,0.75,0.375,0.375,0.062,0.0,0.062,0.312,0.438,0.25,0.312,0.312,0.375,0.0,0.438,0.562,-0.378,0.421,-0.186,0.083,-0.496
0.125,0.062,0.812,0.438,0.312,0.25,0.062,0.312,0.062,0.125,0.812,0.375,0.25,0.188,0.062,0.062,0.312,0.5,0.188,0.188,0.312,0.562,0.062,0.375,0.625,-0.572,0.579,-0.001,-0.001,-0.312
0.188,0.188,0.625,0.438,0.125,0.125,0.062,0.062,0.188,0.188,0.625,0.25,0.312,0.562,0.188,0.0,0.5,0.25,0.25,0.062,0.562,0.375,0.062,0.375,0.625,1.411,0.341,-0.489,-0.671,0.094
0.25,0.25,0.5,0.188,0.25,0.188,0.0,0.125,0.25,0.25,0.5,0.188,0.312,0.375,0.062,0.062,0.312,0.25,0.438,0.188,0.375,0.312,0.125,0.5,0.5,1.3,0.521,-0.055,-0.219,-0.121
0.0,0.0,1.0,0.438,0.5,0.375,0.0,0.438,0.0,0.0,1.0,0.562,0.062,0.0,0.0,0.125,0.125,0.812,0.062,0.5,0.062,0.438,0.062,0.25,0.75,-2.472,0.284,-0.053,-0.199,-0.819
0.312,0.125,0.562,0.312,0.188,0.188,0.0,0.062,0.125,0.312,0.562,0.375,0.375,0.312,0.188,0.062,0.438,0.375,0.188,0.25,0.375,0.312,0.188,0.5,0.5,1.184,-0.089,-0.466,-0.138,-0.186
0.125,0.375,0.5,0.062,0.312,0.312,0.0,0.062,0.375,0.125,0.5,0.188,0.25,0.5,0.0,0.0,0.25,0.25,0.5,0.312,0.562,0.125,0.125,0.562,0.438,1.512,-0.091,0.221,-1.06,-0.128
0.125,0.25,0.625,0.312,0.188,0.188,0.0,0.062,0.25,0.125,0.625,0.188,0.25,0.562,0.188,0.0,0.438,0.188,0.375,0.188,0.5,0.312,0.25,0.562,0.438,1.788,-0.163,0.065,-0.99,-0.112
0.25,0.188,0.562,0.312,0.188,0.188,0.062,0.062,0.188,0.25,0.562,0.25,0.375,0.438,0.188,0.0,0.375,0.25,0.375,0.125,0.562,0.312,0.125,0.562,0.438,1.401,0.157,-0.453,-0.574,0.156
0.188,0.188,0.625,0.312,0.25,0.25,0.125,0.25,0.188,0.188,0.625,0.25,0.375,0.25,0.0,0.0,0.375,0.375,0.25,0.125,0.438,0.562,0.0,0.312,0.688,0.153,0.959,0.265,0.034,-0.129
0.312,0.25,0.438,0.25,0.125,0.125,0.0,0.062,0.25,0.312,0.438,0.188,0.375,0.438,0.062,0.0,0.688,0.188,0.125,0.125,0.438,0.25,0.062,0.312,0.688,1.951,0.689,-0.741,-0.253,-0.076
0.062,0.125,0.812,0.188,0.562,0.438,0.0,0.188,0.125,0.062,0.812,0.562,0.125,0.188,0.0,0.062,0.375,0.438,0.188,0.5,0.25,0.25,0.125,0.5,0.5,-0.774,-0.191,-0.032,-0.334,-0.016
0.125,0.0,0.875,0.312,0.5,0.375,0.0,0.312,0.0,0.125,0.875,0.5,0.188,0.062,0.0,0.062,0.25,0.688,0.062,0.438,0.125,0.438,0.0,0.312,0.688,-1.602,0.217,-0.388,0.179,-0.488
0.125,0.125,0.75,0.25,0.438,0.375,0.0,0.125,0.125,0.125,0.75,0.5,0.188,0.312,0.125,0.062,0.312,0.438,0.25,0.5,0.25,0.188,0.312,0.688,0.312,0.487,-0.56,-0.089,-0.376,-0.266
0.125,0.125,0.75,0.25,0.375,0.25,0.0,0.125,0.125,0.125,0.75,0.312,0.25,0.312,0.062,0.125,0.562,0.125,0.312,0.25,0.375,0.375,0.25,0.438,0.562,0.597,0.071,0.203,-0.187,-0.177
0.062,0.25,0.688,0.312,0.125,0.125,0.0,0.125,0.25,0.062,0.688,0.188,0.312,0.438,0.125,0.062,0.188,0.312,0.5,0.188,0.562,0.25,0.188,0.688,0.312,1.689,0.188,0.546,-1.148,-0.678
0.125,0.188,0.688,0.188,0.375,0.312,0.062,0.125,0.188,0.125,0.688,0.438,0.312,0.375,0.125,0.0,0.312,0.375,0.312,0.312,0.438,0.312,0.125,0.562,0.438,0.622,-0.183,0.022,-0.609,-0.144
0.25,0.062,0.688,0.125,0.438,0.438,0.0,0.062,0.062,0.25,0.688,0.438,0.375,0.125,0.062,0.0,0.25,0.5,0.25,0.438,0.188,0.25,0.062,0.438,0.562,-0.089,-0.025,-0.772,-0.015,-0.153
0.125,0.125,0.75,0.375,0.312,0.312,0.062,0.125,0.125,0.125,0.75,0.438,0.25,0.312,0.125,0.062,0.375,0.375,0.25,0.312,0.312,0.375,0.25,0.625,0.375,0.651,-0.121,0.171,-0.373,-0.081
0.062,0.25,0.688,0.25,0.375,0.188,0.0,0.25,0.25,0.062,0.688,0.438,0.125,0.25,0.0,0.188,0.25,0.5,0.25,0.312,0.312,0.375,0.062,0.438,0.562,-0.325,0.422,0.574,-0.343,-0.559
0.125,0.188,0.688,0.312,0.188,0.125,0.062,0.125,0.188,0.125,0.688,0.25,0.375,0.312,0.125,0.125,0.312,0.25,0.438,0.125,0.5,0.375,0.188,0.562,0.438,1.162,0.511,0.405,-0.578,-0.481
0.125,0.312,0.562,0.125,0.438,0.438,0.0,0.062,0.312,0.125,0.562,0.25,0.125,0.562,0.0,0.062,0.25,0.25,0.5,0.5,0.312,0.125,0.375,0.75,0.25,1.661,-0.915,0.467,-0.743,-0.107
0.062,0.0,0.938,0.375,0.438,0.375,0.0,0.25,0.0,0.062,0.938,0.562,0.188,0.188,0.188,0.0,0.125,0.688,0.188,0.438,0.125,0.438,0.062,0.375,0.625,-1.363,-0.115,-0.392,-0.436,-0.402
0.125,0.125,0.75,0.312,0.375,0.375,0.062,0.0,0.125,0.125,0.75,0.5,0.25,0.438,0.25,0.0,0.5,0.188,0.312,0.312,0.375,0.375,0.375,0.75,0.25,1.228,-0.75,0.122,-0.563,0.479
0.312,0.062,0.625,0.188,0.375,0.375,0.062,0.062,0.062,0.312,0.625,0.25,0.438,0.375,0.125,0.0,0.438,0.125,0.438,0.312,0.25,0.312,0.375,0.625,0.375,1.745,-0.279,-0.324,0.181,0.081
0.188,0.0,0.812,0.125,0.688,0.688,0.0,0.062,0.0,0.188,0.812,0.562,0.188,0.188,0.0,0.0,0.375,0.5,0.125,0.688,0.062,0.25,0.25,0.688,0.312,-0.433,-1.403,-0.568,0.158,0.073
0.188,0.312,0.5,0.062,0.25,0.25,0.0,0.0,0.312,0.188,0.5,0.125,0.375,0.5,0.062,0.0,0.438,0.125,0.438,0.25,0.688,0.062,0.188,0.5,0.5,2.028,-0.254,-0.265,-1.145,-0.25
0.0,0.062,0.938,0.375,0.438,0.312,0.0,0.188,0.062,0.0,0.938,0.562,0.125,0.312,0.25,0.062,0.062,0.562,0.375,0.5,0.188,0.312,0.25,0.562,0.438,-0.667,-0.356,0.277,-0.824,-0.289
0.0,0.0,1.0,0.25,0.75,0.688,0.062,0.0,0.0,0.0,1.0,0.75,0.062,0.25,0.062,0.062,0.688,0.188,0.125,0.625,0.25,0.188,0.438,0.688,0.312,-0.467,-1.416,-0.211,-0.43,0.766
0.125,0.25,0.625,0.125,0.5,0.438,0.0,0.0,0.25,0.125,0.625,0.375,0.125,0.5,0.0,0.062,0.438,0.25,0.312,0.438,0.375,0.125,0.188,0.625,0.375,0.979,-0.795,-0.301,-0.653,0.17
0.25,0.188,0.562,0.25,0.312,0.25,0.0,0.188,0.188,0.25,0.562,0.375,0.25,0.25,0.062,0.062,0.438,0.375,0.188,0.25,0.188,0.5,0.062,0.375,0.625,0.164,0.504,-0.027,0.272,-0.066
0.188,0.188,0.625,0.188,0.375,0.25,0.0,0.125,0.188,0.188,0.625,0.5,0.25,0.188,0.0,0.188,0.312,0.5,0.188,0.438,0.312,0.188,0.125,0.438,0.562,0.094,0.072,0.121,-0.139,-0.501
0.0,0.125,0.875,0.312,0.438,0.312,0.0,0.25,0.125,0.0,0.875,0.5,0.125,0.25,0.125,0.062,0.188,0.5,0.312,0.375,0.25,0.375,0.125,0.562,0.438,-0.662,0.016,0.194,-0.679,-0.319
0.062,0.125,0.812,0.25,0.5,0.5,0.062,0.0,0.125,0.062,0.812,0.5,0.188,0.375,0.188,0.0,0.5,0.125,0.375,0.438,0.375,0.25,0.375,0.688,0.312,0.417,-0.849,-0.003,-0.846,0.588
0.25,0.125,0.625,0.188,0.375,0.375,0.0,0.062,0.125,0.25,0.625,0.438,0.312,0.25,0.062,0.062,0.562,0.25,0.188,0.438,0.25,0.312,0.375,0.625,0.375,1.207,-0.49,0.337,0.192,-0.016
0.25,0.375,0.375,0.062,0.25,0.25,0.0,0.062,0.375,0.25,0.375,0.188,0.312,0.438,0.0,0.0,0.375,0.25,0.375,0.25,0.5,0.25,0.062,0.562,0.438,1.664,0.191,0.187,-0.451,-0.027
0.312,0.25,0.438,0.188,0.188,0.188,0.0,0.125,0.25,0.312,0.438,0.125,0.375,0.375,0.062,0.0,0.5,0.188,0.312,0.188,0.375,0.438,0.188,0.438,0.562,1.651,0.467,0.291,0.114,-0.082
0.312,0.188,0.5,0.125,0.312,0.312,0.0,0.062,0.188,0.312,0.5,0.312,0.375,0.25,0.0,0.0,0.5,0.312,0.188,0.312,0.375,0.188,0.0,0.312,0.688,0.648,0.402,-0.824,-0.077,0.019
0.375,0.188,0.438,0.312,0.062,0.0,0.0,0.312,0.188,0.375,0.438,0.062,0.438,0.25,0.062,0.0,0.5,0.312,0.188,0.062,0.312,0.5,0.062,0.188,0.812,1.116,1.715,-0.156,0.606,-0.495
0.188,0.25,0.562,0.25,0.188,0.188,0.0,0.125,0.25,0.188,0.562,0.25,0.312,0.375,0.125,0.0,0.375,0.375,0.25,0.188,0.438,0.312,0.062,0.375,0.625,0.961,0.364,-0.383,-0.738,-0.322
0.062,0.188,0.75,0.312,0.312,0.312,0.062,0.0,0.188,0.062,0.75,0.375,0.25,0.5,0.25,0.0,0.312,0.188,0.5,0.25,0.438,0.375,0.312,0.75,0.25,1.353,-0.395,0.423,-0.913,0.327
0.125,0.25,0.625,0.25,0.312,0.25,0.0,0.188,0.25,0.125,0.625,0.375,0.188,0.438,0.125,0.0,0.375,0.438,0.188,0.312,0.375,0.312,0.125,0.438,0.562,0.571,-0.133,-0.138,-0.768,-0.276
0.125,0.188,0.688,0.25,0.312,0.312,0.062,0.062,0.188,0.125,0.688,0.25,0.312,0.438,0.062,0.062,0.375,0.188,0.438,0.312,0.5,0.188,0.312,0.625,0.375,1.54,-0.283,0.204,-0.738,-0.194
0.188,0.188,0.625,0.25,0.375,0.375,0.0,0.062,0.188,0.188,0.625,0.5,0.188,0.312,0.062,0.062,0.438,0.5,0.062,0.438,0.312,0.188,0.125,0.562,0.438,0.411,-0.602,-0.596,-0.508,-0.136
0.312,0.0,0.688,0.188,0.5,0.5,0.062,0.062,0.0,0.312,0.688,0.562,0.375,0.062,0.0,0.062,0.5,0.438,0.062,0.5,0.188,0.312,0.188,0.438,0.562,-0.216,-0.328,-0.469,0.641,0.126
0.062,0.125,0.812,0.25,0.5,0.375,0.0,0.25,0.125,0.062,0.812,0.562,0.125,0.188,0.062,0.062,0.25,0.625,0.125,0.438,0.25,0.312,0.0,0.188,0.812,-1.578,0.038,-0.498,-0.559,-0.317
0.125,0.188,0.688,0.125,0.5,0.438,0.062,0.188,0.188,0.125,0.688,0.375,0.25,0.312,0.0,0.0,0.25,0.312,0.438,0.438,0.312,0.312,0.188,0.625,0.375,0.232,0.024,0.462,-0.044,-0.023
0.25,0.125,0.625,0.375,0.188,0.125,0.0,0.062,0.125,0.25,0.625,0.312,0.312,0.438,0.312,0.062,0.375,0.312,0.312,0.125,0.312,0.5,0.188,0.5,0.5,1.094,-0.043,-0.406,-0.286,-0.098
0.188,0.125,0.688,0.188,0.375,0.312,0.0,0.062,0.125,0.188,0.688,0.438,0.312,0.25,0.062,0.062,0.438,0.375,0.188,0.312,0.438,0.25,0.062,0.438,0.562,0.289,-0.148,-0.524,-0.329,-0.151
0.125,0.25,0.625,0.125,0.438,0.375,0.0,0.125,0.25,0.125,0.625,0.438,0.188,0.312,0.0,0.0,0.5,0.375,0.125,0.438,0.5,0.062,0.062,0.375,0.625,0.014,-0.205,-0.594,-0.922,-0.005
0.312,0.188,0.5,0.188,0.25,0.25,0.062,0.125,0.188,0.312,0.5,0.188,0.438,0.312,0.0,0.0,0.5,0.25,0.25,0.188,0.5,0.375,0.062,0.312,0.688,0.989,0.495,-0.193,0.12,-0.056
0.062,0.125,0.812,0.188,0.562,0.5,0.062,0.062,0.125,0.062,0.812,0.688,0.188,0.312,0.188,0.0,0.25,0.5,0.25,0.5,0.312,0.25,0.125,0.625,0.375,-0.572,-0.908,-0.422,-0.832,0.191
0.188,0.188,0.625,0.25,0.25,0.25,0.0,0.062,0.188,0.188,0.625,0.25,0.312,0.438,0.062,0.0,0.438,0.25,0.312,0.25,0.5,0.188,0.062,0.438,0.562,1.153,0.139,-0.491,-0.638,-0.099
0.062,0.188,0.75,0.062,0.5,0.438,0.0,0.062,0.188,0.062,0.75,0.312,0.25,0.375,0.0,0.062,0.375,0.125,0.5,0.438,0.438,0.125,0.312,0.688,0.312,1.055,-0.667,0.283,-0.766,-0.215
0.062,0.375,0.562,0.25,0.188,0.188,0.0,0.062,0.375,0.062,0.562,0.25,0.188,0.562,0.125,0.0,0.312,0.312,0.375,0.188,0.625,0.188,0.062,0.562,0.438,1.434,0.024,-0.045,-1.5,-0.108
0.312,0.125,0.562,0.188,0.312,0.125,0.0,0.062,0.125,0.312,0.562,0.375,0.375,0.25,0.062,0.188,0.625,0.25,0.125,0.125,0.375,0.438,0.0,0.312,0.688,0.588,0.363,-0.556,0.467,-0.292
0.25,0.062,0.688,0.312,0.312,0.25,0.062,0.125,0.062,0.25,0.688,0.438,0.375,0.312,0.188,0.062,0.312,0.375,0.312,0.312,0.312,0.375,0.25,0.625,0.375,0.842,-0.043,-0.022,0.219,-0.204
0.25,0.312,0.438,0.062,0.25,0.25,0.0,0.062,0.312,0.25,0.438,0.25,0.375,0.312,0.0,0.0,0.562,0.188,0.25,0.25,0.562,0.125,0.125,0.438,0.562,1.589,0.346,-0.264,-0.587,-0.035
0.25,0.125,0.625,0.188,0.375,0.188,0.0,0.125,0.125,0.25,0.625,0.375,0.312,0.25,0.062,0.125,0.562,0.25,0.188,0.25,0.375,0.312,0.125,0.312,0.688,0.384,0.357,-0.367,0.132,-0.109
0.125,0.0,0.875,0.438,0.438,0.375,0.125,0.312,0.0,0.125,0.875,0.562,0.25,0.125,0.125,0.062,0.25,0.562,0.188,0.375,0.125,0.625,0.25,0.562,0.438,-0.842,0.081,0.552,0.328,-0.134
0.188,0.25,0.562,0.312,0.188,0.125,0.0,0.25,0.25,0.188,0.562,0.25,0.25,0.25,0.0,0.125,0.438,0.438,0.125,0.188,0.375,0.438,0.062,0.25,0.75,0.309,0.726,0.208,-0.178,-0.649
0.25,0.0,0.75,0.438,0.25,0.25,0.062,0.062,0.0,0.25,0.75,0.438,0.375,0.25,0.062,0.188,0.438,0.375,0.188,0.375,0.312,0.312,0.312,0.562,0.438,1.004,-0.224,0.274,0.341,-0.431
0.125,0.312,0.562,0.125,0.25,0.25,0.0,0.125,0.312,0.125,0.562,0.188,0.312,0.375,0.0,0.0,0.25,0.25,0.5,0.25,0.5,0.25,0.125,0.688,0.312,1.572,0.372,0.624,-0.694,-0.248
0.375,0.25,0.375,0.125,0.188,0.188,0.0,0.125,0.25,0.375,0.375,0.125,0.438,0.312,0.0,0.0,0.438,0.25,0.312,0.188,0.375,0.375,0.062,0.438,0.562,1.599,0.712,-0.006,0.317,-0.154
0.125,0.25,0.625,0.25,0.188,0.125,0.0,0.062,0.25,0.125,0.625,0.188,0.312,0.5,0.188,0.062,0.25,0.188,0.562,0.125,0.562,0.312,0.188,0.625,0.375,1.693,0.113,0.284,-0.926,-0.24
0.0,0.062,0.938,0.25,0.688,0.5,0.0,0.25,0.062,0.0,0.938,0.688,0.0,0.188,0.062,0.062,0.312,0.562,0.125,0.625,0.125,0.25,0.125,0.375,0.625,-2.007,-0.462,-0.333,-0.494,0.022
0.062,0.062,0.875,0.25,0.375,0.312,0.0,0.125,0.062,0.062,0.875,0.438,0.312,0.188,0.125,0.062,0.062,0.5,0.438,0.438,0.312,0.25,0.188,0.562,0.438,-0.04,0.023,0.342,-0.587,-0.499
0.125,0.25,0.625,0.188,0.188,0.188,0.0,0.062,0.25,0.125,0.625,0.125,0.375,0.438,0.062,0.0,0.438,0.062,0.5,0.188,0.625,0.188,0.25,0.625,0.375,2.204,0.304,0.454,-0.875,-0.185
0.062,0.375,0.562,0.125,0.375,0.188,0.0,0.062,0.375,0.062,0.562,0.312,0.125,0.5,0.062,0.188,0.5,0.188,0.312,0.188,0.5,0.312,0.125,0.438,0.562,0.869,-0.201,0.14,-0.924,-0.31
0.062,0.062,0.875,0.312,0.5,0.25,0.0,0.25,0.062,0.062,0.875,0.562,0.125,0.125,0.062,0.25,0.312,0.562,0.125,0.25,0.125,0.625,0.0,0.25,0.75,-1.598,0.211,-0.06,0.211,-0.638
0.188,0.188,0.625,0.188,0.375,0.312,0.062,0.062,0.188,0.188,0.625,0.312,0.312,0.375,0.0,0.062,0.5,0.188,0.312,0.25,0.5,0.312,0.125,0.5,0.5,0.932,0.022,0.035,-0.155,0.118
0.125,0.188,0.688,0.062,0.562,0.562,0.062,0.0,0.188,0.125,0.688,0.5,0.25,0.312,0.062,0.0,0.438,0.188,0.375,0.5,0.375,0.188,0.375,0.75,0.25,0.847,-0.911,0.22,-0.521,0.484
0.188,0.312,0.5,0.188,0.188,0.188,0.0,0.188,0.312,0.188,0.5,0.188,0.312,0.312,0.0,0.0,0.375,0.375,0.25,0.188,0.562,0.25,0.0,0.375,0.625,0.859,0.62,-0.163,-0.743,-0.372
